date,channel,spend,free_signups,trial_starts,paid_conversions,retained_day_30,retained_day_90,retained_day_180,cost_per_signup,cost_per_trial,cost_per_paid,cost_per_retained_90,is_holdout_period
2024-10-30,tiktok,2502.43,170,47,13,9,6,4,14.72,53.24,192.49,417.07,False
2024-10-30,apple_search,2622.5,78,41,24,21,19,17,33.62,63.96,109.27,138.03,False
2024-10-31,meta,7455.12,305,104,47,37,34,24,24.44,71.68,158.62,219.27,False
2024-10-31,google,10216.78,320,135,68,56,44,38,31.93,75.68,150.25,232.2,False
2024-10-31,tiktok,4134.64,247,64,18,12,8,7,16.74,64.6,229.7,516.83,False
2024-10-31,apple_search,3072.75,90,51,32,30,26,24,34.14,60.25,96.02,118.18,False
2024-11-01,meta,7264.78,246,83,37,30,27,20,29.53,87.53,196.35,269.07,False
2024-11-01,google,10889.56,327,135,65,54,48,39,33.3,80.66,167.53,226.87,False
2024-11-01,tiktok,5894.47,321,78,25,17,13,9,18.36,75.57,235.78,453.42,False
2024-11-01,apple_search,3065.09,87,48,26,23,22,19,35.23,63.86,117.89,139.32,False
2024-11-02,meta,8125.4,256,86,39,32,28,21,31.74,94.48,208.34,290.19,False
2024-11-02,google,9983.7,323,128,59,50,42,34,30.91,78.0,169.22,237.71,False
2024-11-02,tiktok,2833.21,183,45,13,9,6,4,15.48,62.96,217.94,472.2,False
2024-11-02,apple_search,2796.23,85,42,28,25,22,19,32.9,66.58,99.87,127.1,False
2024-11-03,meta,8356.49,349,115,52,42,34,33,23.94,72.67,160.7,245.78,False
2024-11-03,google,11739.08,380,168,81,72,51,46,30.89,69.88,144.93,230.18,False
2024-11-03,tiktok,4947.19,295,74,22,15,10,7,16.77,66.85,224.87,494.72,False
2024-11-03,apple_search,3596.72,95,56,33,30,26,25,37.86,64.23,108.99,138.34,False
2024-11-04,meta,10291.4,364,125,58,48,38,28,28.27,82.33,177.44,270.83,False
2024-11-04,google,10768.15,391,173,84,68,64,47,27.54,62.24,128.19,168.25,False
2024-11-04,tiktok,6287.29,307,82,23,16,12,8,20.48,76.67,273.36,523.94,False
2024-11-04,apple_search,2686.98,56,30,18,15,13,13,47.98,89.57,149.28,206.69,False
2024-11-05,meta,9657.55,340,123,52,42,38,28,28.4,78.52,185.72,254.15,False
2024-11-05,google,11300.81,431,168,90,80,63,58,26.22,67.27,125.56,179.38,False
2024-11-05,tiktok,4199.55,228,58,18,13,10,6,18.42,72.41,233.31,419.95,False
2024-11-05,apple_search,3738.25,88,50,31,28,25,19,42.48,74.76,120.59,149.53,False
2024-11-06,meta,7389.46,292,93,43,36,29,21,25.31,79.46,171.85,254.81,False
2024-11-06,google,12950.24,454,192,102,87,75,61,28.52,67.45,126.96,172.67,False
2024-11-06,tiktok,5507.1,329,91,25,17,12,10,16.74,60.52,220.28,458.93,False
2024-11-06,apple_search,3137.17,69,39,26,23,21,19,45.47,80.44,120.66,149.39,False
2024-11-07,meta,10753.66,331,115,50,39,33,29,32.49,93.51,215.07,325.87,False
2024-11-07,google,11842.7,383,162,86,71,60,53,30.92,73.1,137.71,197.38,False
2024-11-07,tiktok,5929.04,326,80,23,17,12,8,18.19,74.11,257.78,494.09,False
2024-11-07,apple_search,3249.05,79,43,27,22,19,18,41.13,75.56,120.34,171.0,False
2024-11-08,meta,7759.88,292,109,45,36,32,24,26.57,71.19,172.44,242.5,False
2024-11-08,google,10406.46,400,162,83,69,53,49,26.02,64.24,125.38,196.35,False
2024-11-08,tiktok,5739.86,327,84,24,16,13,8,17.55,68.33,239.16,441.53,False
2024-11-08,apple_search,2905.26,78,46,29,25,21,21,37.25,63.16,100.18,138.35,False
2024-11-09,meta,7439.53,277,101,45,36,31,24,26.86,73.66,165.32,239.98,False
2024-11-09,google,11157.44,320,138,76,61,53,50,34.87,80.85,146.81,210.52,False
2024-11-09,tiktok,6053.33,315,75,23,16,11,8,19.22,80.71,263.19,550.3,False
2024-11-09,apple_search,2880.46,81,43,27,23,19,18,35.56,66.99,106.68,151.6,False
2024-11-10,meta,8905.2,320,105,42,33,29,25,27.83,84.81,212.03,307.08,False
2024-11-10,google,12598.52,342,135,71,61,52,37,36.84,93.32,177.44,242.28,False
2024-11-10,tiktok,4318.57,250,64,19,13,10,7,17.27,67.48,227.29,431.86,False
2024-11-10,apple_search,3534.88,91,50,30,27,24,22,38.84,70.7,117.83,147.29,False
2024-11-11,meta,9308.74,383,135,58,48,36,29,24.3,68.95,160.5,258.58,False
2024-11-11,google,11450.76,371,146,74,61,51,48,30.86,78.43,154.74,224.52,False
2024-11-11,tiktok,6475.66,332,80,22,16,11,7,19.5,80.95,294.35,588.7,False
2024-11-11,apple_search,3539.77,88,47,29,25,22,21,40.22,75.31,122.06,160.9,False
2024-11-12,meta,8131.73,330,126,54,42,33,29,24.64,64.54,150.59,246.42,False
2024-11-12,google,10113.44,332,140,66,53,48,40,30.46,72.24,153.23,210.7,False
2024-11-12,tiktok,4909.07,231,59,18,12,8,6,21.25,83.2,272.73,613.63,False
2024-11-12,apple_search,2846.04,83,45,25,22,20,17,34.29,63.25,113.84,142.3,False
2024-11-13,meta,8412.04,278,100,43,32,28,25,30.26,84.12,195.63,300.43,False
2024-11-13,google,10459.68,391,167,88,74,63,52,26.75,62.63,118.86,166.03,False
2024-11-13,tiktok,5070.05,299,71,20,13,11,7,16.96,71.41,253.5,460.91,False
2024-11-13,apple_search,3390.9,77,43,26,23,19,18,44.04,78.86,130.42,178.47,False
2024-11-14,meta,8203.52,288,104,43,35,30,22,28.48,78.88,190.78,273.45,False
2024-11-14,google,9872.62,313,133,68,58,53,40,31.54,74.23,145.19,186.28,False
2024-11-14,tiktok,3127.51,204,55,16,10,8,5,15.33,56.86,195.47,390.94,False
2024-11-14,apple_search,3496.37,76,41,24,21,18,17,46.0,85.28,145.68,194.24,False
2024-11-15,meta,7459.12,262,94,42,33,31,23,28.47,79.35,177.6,240.62,False
2024-11-15,google,9121.84,345,158,81,69,55,48,26.44,57.73,112.62,165.85,False
2024-11-15,tiktok,4415.14,260,66,20,14,9,7,16.98,66.9,220.76,490.57,False
2024-11-15,apple_search,2635.49,68,39,22,19,18,15,38.76,67.58,119.8,146.42,False
2024-11-16,meta,7934.91,300,106,47,39,29,25,26.45,74.86,168.83,273.62,False
2024-11-16,google,9608.07,331,149,75,66,52,50,29.03,64.48,128.11,184.77,False
2024-11-16,tiktok,5586.99,276,70,20,14,10,7,20.24,79.81,279.35,558.7,False
2024-11-16,apple_search,3164.43,81,46,28,26,21,19,39.07,68.79,113.02,150.69,False
2024-11-17,meta,10712.25,346,130,61,49,37,33,30.96,82.4,175.61,289.52,False
2024-11-17,google,11031.06,385,174,87,75,65,57,28.65,63.4,126.79,169.71,False
2024-11-17,tiktok,6128.42,260,64,18,12,9,6,23.57,95.76,340.47,680.94,False
2024-11-17,apple_search,3644.81,93,47,25,22,19,16,39.19,77.55,145.79,191.83,False
2024-11-18,meta,6484.62,241,83,38,31,27,19,26.91,78.13,170.65,240.17,False
2024-11-18,google,12032.09,365,158,80,70,58,46,32.96,76.15,150.4,207.45,False
2024-11-18,tiktok,5424.45,291,74,20,13,10,7,18.64,73.3,271.22,542.44,False
2024-11-18,apple_search,3704.19,98,53,33,29,26,20,37.8,69.89,112.25,142.47,False
2024-11-19,meta,8299.29,267,99,44,35,31,24,31.08,83.83,188.62,267.72,False
2024-11-19,google,9393.96,306,126,59,49,42,35,30.7,74.56,159.22,223.67,False
2024-11-19,tiktok,3419.62,228,56,16,11,7,6,15.0,61.06,213.73,488.52,False
2024-11-19,apple_search,3140.01,74,41,27,24,22,18,42.43,76.59,116.3,142.73,False
2024-11-20,meta,6599.89,303,116,56,45,35,28,21.78,56.9,117.86,188.57,False
2024-11-20,google,8657.76,287,130,67,57,51,39,30.17,66.6,129.22,169.76,False
2024-11-20,tiktok,8185.67,439,109,31,22,15,10,18.65,75.1,264.05,545.71,False
2024-11-20,apple_search,3672.04,101,55,31,26,24,21,36.36,66.76,118.45,153.0,False
2024-11-21,meta,8224.43,344,124,59,46,39,34,23.91,66.33,139.4,210.88,False
2024-11-21,google,11417.48,407,174,98,84,74,58,28.05,65.62,116.5,154.29,False
2024-11-21,tiktok,5436.8,326,88,27,18,15,8,16.68,61.78,201.36,362.45,False
2024-11-21,apple_search,2788.18,79,43,27,24,22,18,35.29,64.84,103.27,126.74,False
2024-11-22,meta,7987.43,336,124,61,50,42,29,23.77,64.41,130.94,190.18,False
2024-11-22,google,8610.75,283,125,63,54,45,37,30.43,68.89,136.68,191.35,False
2024-11-22,tiktok,4884.77,265,64,17,11,8,6,18.43,76.32,287.34,610.6,False
2024-11-22,apple_search,2874.2,81,45,29,26,22,20,35.48,63.87,99.11,130.65,False
2024-11-23,meta,7693.02,315,117,55,44,37,31,24.42,65.75,139.87,207.92,False
2024-11-23,google,10362.46,362,151,73,60,53,45,28.63,68.63,141.95,195.52,False
2024-11-23,tiktok,3331.18,201,51,14,10,7,5,16.57,65.32,237.94,475.88,False
2024-11-23,apple_search,2608.59,63,33,20,17,15,14,41.41,79.05,130.43,173.91,False
2024-11-24,meta,8412.4,315,100,45,36,33,23,26.71,84.12,186.94,254.92,False
2024-11-24,google,8450.67,302,129,63,51,48,42,27.98,65.51,134.14,176.06,False
2024-11-24,tiktok,2040.54,120,32,9,6,4,3,17.0,63.77,226.73,510.13,False
2024-11-24,apple_search,2685.82,79,39,24,22,17,16,34.0,68.87,111.91,157.99,False
2024-11-25,meta,10192.92,373,126,60,50,41,30,27.33,80.9,169.88,248.61,False
2024-11-25,google,10244.72,338,140,76,61,50,46,30.31,73.18,134.8,204.89,False
2024-11-25,tiktok,4727.44,252,57,17,11,9,6,18.76,82.94,278.08,525.27,False
2024-11-25,apple_search,3190.98,92,47,29,24,22,19,34.68,67.89,110.03,145.04,False
2024-11-26,meta,9623.86,342,119,50,40,32,28,28.14,80.87,192.48,300.75,False
2024-11-26,google,9486.43,352,135,67,59,47,37,26.95,70.27,141.59,201.84,False
2024-11-26,tiktok,5678.32,293,70,19,14,9,6,19.38,81.12,298.86,630.92,False
2024-11-26,apple_search,3712.57,97,51,30,27,23,18,38.27,72.8,123.75,161.42,False
2024-11-27,meta,10910.5,349,131,62,49,44,32,31.26,83.29,175.98,247.97,False
2024-11-27,google,8345.75,269,115,58,48,44,35,31.03,72.57,143.89,189.68,False
2024-11-27,tiktok,4243.75,264,66,17,12,9,6,16.07,64.3,249.63,471.53,False
2024-11-27,apple_search,3514.17,82,45,25,22,21,16,42.86,78.09,140.57,167.34,False
2024-11-28,meta,7615.14,274,96,40,33,28,22,27.79,79.32,190.38,271.97,False
2024-11-28,google,8463.5,313,137,74,63,53,48,27.04,61.78,114.37,159.69,False
2024-11-28,tiktok,7954.8,328,86,25,17,12,9,24.25,92.5,318.19,662.9,False
2024-11-28,apple_search,2901.59,73,37,22,19,17,14,39.75,78.42,131.89,170.68,False
2024-11-29,meta,5715.58,242,81,38,31,26,22,23.62,70.56,150.41,219.83,False
2024-11-29,google,8783.43,276,120,63,53,48,37,31.82,73.2,139.42,182.99,False
2024-11-29,tiktok,4598.61,264,62,18,13,9,6,17.42,74.17,255.48,510.96,False
2024-11-29,apple_search,2692.47,74,42,26,23,21,19,36.38,64.11,103.56,128.21,False
2024-11-30,meta,6189.34,254,79,36,30,25,19,24.37,78.35,171.93,247.57,False
2024-11-30,google,9451.53,354,159,82,69,62,44,26.7,59.44,115.26,152.44,False
2024-11-30,tiktok,4188.73,277,72,21,14,10,7,15.12,58.18,199.46,418.87,False
2024-11-30,apple_search,2824.57,69,36,20,18,15,14,40.94,78.46,141.23,188.3,False
2024-12-01,meta,8566.6,286,93,39,31,27,20,29.95,92.11,219.66,317.28,False
2024-12-01,google,12956.83,416,181,93,82,66,56,31.15,71.58,139.32,196.32,False
2024-12-01,tiktok,5583.52,326,84,24,16,12,9,17.13,66.47,232.65,465.29,False
2024-12-01,apple_search,3087.15,67,36,23,21,17,16,46.08,85.75,134.22,181.6,False
2024-12-02,meta,8061.82,349,121,51,42,33,25,23.1,66.63,158.07,244.3,False
2024-12-02,google,9555.83,367,157,82,69,59,51,26.04,60.87,116.53,161.96,False
2024-12-02,tiktok,5742.07,313,81,24,16,12,7,18.35,70.89,239.25,478.51,False
2024-12-02,apple_search,3861.48,101,53,32,28,27,20,38.23,72.86,120.67,143.02,False
2024-12-03,meta,8701.69,320,116,51,39,34,26,27.19,75.01,170.62,255.93,False
2024-12-03,google,10795.61,389,149,74,61,52,47,27.75,72.45,145.89,207.61,False
2024-12-03,tiktok,5114.77,298,72,21,15,10,8,17.16,71.04,243.56,511.48,False
2024-12-03,apple_search,3224.85,91,49,30,26,23,21,35.44,65.81,107.49,140.21,False
2024-12-04,meta,9236.4,294,110,44,35,29,24,31.42,83.97,209.92,318.5,False
2024-12-04,google,12706.11,304,124,57,48,41,38,41.8,102.47,222.91,309.91,False
2024-12-04,tiktok,5503.68,333,85,24,16,12,8,16.53,64.75,229.32,458.64,False
2024-12-04,apple_search,3620.72,88,51,30,27,24,21,41.14,70.99,120.69,150.86,False
2024-12-05,meta,7987.47,318,106,44,37,31,24,25.12,75.35,181.53,257.66,False
2024-12-05,google,12810.78,365,163,85,70,66,55,35.1,78.59,150.72,194.1,False
2024-12-05,tiktok,5177.12,309,75,23,14,11,9,16.75,69.03,225.09,470.65,False
2024-12-05,apple_search,3123.21,82,42,28,26,22,19,38.09,74.36,111.54,141.96,False
2024-12-06,meta,8376.14,379,138,68,54,44,34,22.1,60.7,123.18,190.37,False
2024-12-06,google,9550.27,318,132,71,62,47,41,30.03,72.35,134.51,203.2,False
2024-12-06,tiktok,5464.53,286,68,21,14,10,8,19.11,80.36,260.22,546.45,False
2024-12-06,apple_search,2564.72,74,39,25,22,20,18,34.66,65.76,102.59,128.24,False
2024-12-07,meta,6568.45,209,74,33,27,22,17,31.43,88.76,199.04,298.57,False
2024-12-07,google,11248.25,298,129,65,54,46,37,37.75,87.2,173.05,244.53,False
2024-12-07,tiktok,5179.05,329,84,25,16,13,10,15.74,61.66,207.16,398.39,False
2024-12-07,apple_search,2615.61,67,35,21,17,17,14,39.04,74.73,124.55,153.86,False
2024-12-08,meta,6466.34,279,92,40,34,25,19,23.18,70.29,161.66,258.65,False
2024-12-08,google,11001.41,384,148,78,67,50,50,28.65,74.33,141.04,220.03,False
2024-12-08,tiktok,6496.26,323,85,26,18,13,9,20.11,76.43,249.86,499.71,False
2024-12-08,apple_search,3185.09,87,47,25,23,20,17,36.61,67.77,127.4,159.25,False
2024-12-09,meta,9616.66,396,119,54,42,37,29,24.28,80.81,178.09,259.91,False
2024-12-09,google,11463.91,336,127,64,55,48,35,34.12,90.27,179.12,238.83,False
2024-12-09,tiktok,6693.12,317,80,23,16,12,7,21.11,83.66,291.01,557.76,False
2024-12-09,apple_search,2978.15,79,48,28,26,24,20,37.7,62.04,106.36,124.09,False
2024-12-10,meta,8136.08,288,100,41,33,29,21,28.25,81.36,198.44,280.55,False
2024-12-10,google,10338.69,274,117,61,51,43,36,37.73,88.36,169.49,240.43,False
2024-12-10,tiktok,5991.03,317,80,24,17,12,9,18.9,74.89,249.63,499.25,False
2024-12-10,apple_search,3678.83,94,55,35,29,29,25,39.14,66.89,105.11,126.86,False
2024-12-11,meta,8446.98,327,112,50,40,36,27,25.83,75.42,168.94,234.64,False
2024-12-11,google,10153.1,296,125,65,55,44,35,34.3,81.22,156.2,230.75,False
2024-12-11,tiktok,6153.0,372,88,28,19,14,10,16.54,69.92,219.75,439.5,False
2024-12-11,apple_search,2750.49,80,42,25,23,18,16,34.38,65.49,110.02,152.81,False
2024-12-12,meta,8486.97,328,117,51,44,34,27,25.87,72.54,166.41,249.62,False
2024-12-12,google,9620.28,318,137,75,60,53,47,30.25,70.22,128.27,181.51,False
2024-12-12,tiktok,6099.44,322,82,23,16,12,7,18.94,74.38,265.19,508.29,False
2024-12-12,apple_search,2848.2,67,38,22,19,18,15,42.51,74.95,129.46,158.23,False
2024-12-13,meta,7512.05,261,94,41,33,28,22,28.78,79.92,183.22,268.29,False
2024-12-13,google,9065.06,278,115,59,48,41,36,32.61,78.83,153.65,221.1,False
2024-12-13,tiktok,3076.17,207,55,15,10,7,5,14.86,55.93,205.08,439.45,False
2024-12-13,apple_search,2577.04,76,42,24,20,17,17,33.91,61.36,107.38,151.59,False
2024-12-14,meta,7850.04,322,112,47,37,33,24,24.38,70.09,167.02,237.88,False
2024-12-14,google,9192.1,271,115,58,50,43,34,33.92,79.93,158.48,213.77,False
2024-12-14,tiktok,4375.21,239,55,15,10,7,5,18.31,79.55,291.68,625.03,False
2024-12-14,apple_search,2629.17,77,42,26,22,16,19,34.15,62.6,101.12,164.32,False
2024-12-15,meta,6685.88,261,89,43,35,29,25,25.62,75.12,155.49,230.55,False
2024-12-15,google,11098.91,331,146,71,60,47,43,33.53,76.02,156.32,236.15,False
2024-12-15,tiktok,5570.86,355,81,23,16,12,8,15.69,68.78,242.21,464.24,False
2024-12-15,apple_search,2883.79,71,41,25,22,19,16,40.62,70.34,115.35,151.78,False
2024-12-16,meta,9692.52,363,141,60,50,38,33,26.7,68.74,161.54,255.07,False
2024-12-16,google,11872.39,286,118,59,49,43,38,41.51,100.61,201.23,276.1,False
2024-12-16,tiktok,5136.5,293,73,21,14,11,8,17.53,70.36,244.6,466.95,False
2024-12-16,apple_search,3314.02,77,41,25,21,18,17,43.04,80.83,132.56,184.11,False
2024-12-17,meta,9166.95,313,103,44,35,29,27,29.29,89.0,208.34,316.1,False
2024-12-17,google,11970.6,399,177,87,71,59,58,30.0,67.63,137.59,202.89,False
2024-12-17,tiktok,4586.13,230,56,16,11,8,5,19.94,81.9,286.63,573.27,False
2024-12-17,apple_search,3406.33,80,43,27,23,20,20,42.58,79.22,126.16,170.32,False
2024-12-18,meta,7406.5,278,100,49,40,34,27,26.64,74.06,151.15,217.84,False
2024-12-18,google,9256.82,309,129,68,58,49,40,29.96,71.76,136.13,188.91,False
2024-12-18,tiktok,5390.42,260,63,20,14,10,8,20.73,85.56,269.52,539.04,False
2024-12-18,apple_search,2753.77,65,38,23,20,17,17,42.37,72.47,119.73,161.99,False
2024-12-19,meta,9194.2,298,103,45,37,28,26,30.85,89.26,204.32,328.36,False
2024-12-19,google,11792.69,346,143,73,60,51,43,34.08,82.47,161.54,231.23,False
2024-12-19,tiktok,7454.6,389,101,30,20,15,12,19.16,73.81,248.49,496.97,False
2024-12-19,apple_search,2786.43,78,47,30,28,24,23,35.72,59.29,92.88,116.1,False
2024-12-20,meta,6447.29,280,101,46,39,30,24,23.03,63.83,140.16,214.91,False
2024-12-20,google,9135.08,271,115,54,47,38,31,33.71,79.44,169.17,240.4,False
2024-12-20,tiktok,3573.84,208,53,16,10,7,6,17.18,67.43,223.37,510.55,False
2024-12-20,apple_search,2513.77,68,37,23,21,17,14,36.97,67.94,109.29,147.87,False
2024-12-21,meta,6610.9,312,120,58,47,35,26,21.19,55.09,113.98,188.88,False
2024-12-21,google,8366.89,276,123,66,56,45,37,30.31,68.02,126.77,185.93,False
2024-12-21,tiktok,4803.15,292,74,21,14,11,7,16.45,64.91,228.72,436.65,False
2024-12-21,apple_search,2497.2,72,39,26,23,20,18,34.68,64.03,96.05,124.86,False
2024-12-22,meta,8583.18,298,99,46,38,32,27,28.8,86.7,186.59,268.22,False
2024-12-22,google,9936.98,376,150,74,59,52,43,26.43,66.25,134.28,191.1,False
2024-12-22,tiktok,6012.67,327,76,22,15,10,7,18.39,79.11,273.3,601.27,False
2024-12-22,apple_search,2942.62,88,48,30,25,25,23,33.44,61.3,98.09,117.7,False
2024-12-23,meta,5954.92,225,80,37,29,24,19,26.47,74.44,160.94,248.12,False
2024-12-23,google,10770.87,381,153,83,68,57,53,28.27,70.4,129.77,188.96,False
2024-12-23,tiktok,6540.03,363,84,24,17,12,8,18.02,77.86,272.5,545.0,False
2024-12-23,apple_search,3335.16,79,47,31,28,26,22,42.22,70.96,107.59,128.28,False
2024-12-24,meta,9482.76,392,138,61,47,41,35,24.19,68.72,155.46,231.29,False
2024-12-24,google,11839.2,378,154,72,60,51,42,31.32,76.88,164.43,232.14,False
2024-12-24,tiktok,6138.44,387,97,28,19,14,10,15.86,63.28,219.23,438.46,False
2024-12-24,apple_search,3228.14,86,47,29,26,21,21,37.54,68.68,111.32,153.72,False
2024-12-25,meta,7652.26,264,87,39,31,24,22,28.99,87.96,196.21,318.84,False
2024-12-25,google,8798.47,298,126,68,60,45,41,29.53,69.83,129.39,195.52,False
2024-12-25,tiktok,4950.54,291,73,21,14,10,8,17.01,67.82,235.74,495.05,False
2024-12-25,apple_search,3337.27,93,50,29,25,23,19,35.88,66.75,115.08,145.1,False
2024-12-26,meta,10871.95,317,112,54,45,37,27,34.3,97.07,201.33,293.84,False
2024-12-26,google,8875.41,318,143,72,59,45,40,27.91,62.07,123.27,197.23,False
2024-12-26,tiktok,5168.63,334,86,26,17,13,10,15.47,60.1,198.79,397.59,False
2024-12-26,apple_search,3255.95,66,35,20,17,16,14,49.33,93.03,162.8,203.5,False
2024-12-27,meta,7154.39,319,107,52,41,35,28,22.43,66.86,137.58,204.41,False
2024-12-27,google,9181.29,317,136,68,55,55,40,28.96,67.51,135.02,166.93,False
2024-12-27,tiktok,5314.4,247,60,17,12,7,6,21.52,88.57,312.61,759.2,False
2024-12-27,apple_search,2402.13,67,34,20,17,15,13,35.85,70.65,120.11,160.14,False
2024-12-28,meta,5944.92,197,72,30,24,21,15,30.18,82.57,198.16,283.09,False
2024-12-28,google,8155.14,282,125,61,51,40,36,28.92,65.24,133.69,203.88,False
2024-12-28,tiktok,4564.41,239,58,16,11,8,5,19.1,78.7,285.28,570.55,False
2024-12-28,apple_search,2546.34,72,41,23,20,18,16,35.37,62.11,110.71,141.46,False
2024-12-29,meta,5356.73,232,87,39,30,25,24,23.09,61.57,137.35,214.27,False
2024-12-29,google,11817.49,383,163,81,68,58,51,30.86,72.5,145.89,203.75,False
2024-12-29,tiktok,7336.58,392,91,27,19,14,9,18.72,80.62,271.73,524.04,False
2024-12-29,apple_search,4127.65,84,43,26,24,19,18,49.14,95.99,158.76,217.24,False
2024-12-30,meta,9906.12,349,120,55,45,39,32,28.38,82.55,180.11,254.0,False
2024-12-30,google,11052.77,356,151,80,68,57,52,31.05,73.2,138.16,193.91,False
2024-12-30,tiktok,7350.26,300,75,21,14,11,8,24.5,98.0,350.01,668.21,False
2024-12-30,apple_search,3162.16,66,34,22,18,18,16,47.91,93.0,143.73,175.68,False
2024-12-31,meta,10217.91,348,109,50,42,35,26,29.36,93.74,204.36,291.94,False
2024-12-31,google,10777.59,322,129,70,57,48,39,33.47,83.55,153.97,224.53,False
2024-12-31,tiktok,3346.3,204,53,15,10,8,6,16.4,63.14,223.09,418.29,False
2024-12-31,apple_search,2993.17,74,41,27,23,20,20,40.45,73.0,110.86,149.66,False
